Java HotSpot(TM) Client VM (25.131-b11) for windows-x86 JRE (1.8.0_131-b11), built on Mar 15 2017 01:26:29 by "java_re" with MS VC++ 10.0 (VS2010)
Memory: 4k page, physical 8279028k(4669160k free), swap 16556180k(12224360k free)
CommandLine flags: -XX:InitialHeapSize=536870912 -XX:InitialTenuringThreshold=1 -XX:MaxHeapSize=536870912 -XX:MaxNewSize=1048576 -XX:MaxTenuringThreshold=1 -XX:NewSize=1048576 -XX:PretenureSizeThreshold=50 -XX:+PrintGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:-UseLargePagesIndividualAllocation -XX:+UseSerialGC 
3.907: [GC (Allocation Failure) 3.908: [DefNew: 960K->63K(960K), 0.0020961 secs] 495653K->495243K(524224K), 0.0021872 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
3.911: [GC (Allocation Failure) 3.911: [DefNew: 959K->64K(960K), 0.0020965 secs] 496139K->495745K(524224K), 0.0021983 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.915: [GC (Allocation Failure) 3.915: [DefNew: 960K->63K(960K), 0.0020088 secs] 496641K->496211K(524224K), 0.0021000 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.918: [GC (Allocation Failure) 3.918: [DefNew: 959K->64K(960K), 0.0019930 secs] 497108K->496693K(524224K), 0.0020740 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.922: [GC (Allocation Failure) 3.922: [DefNew: 960K->64K(960K), 0.0022236 secs] 497589K->497271K(524224K), 0.0023222 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.926: [GC (Allocation Failure) 3.926: [DefNew: 960K->64K(960K), 0.0029357 secs] 498168K->497855K(524224K), 0.0030387 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.930: [GC (Allocation Failure) 3.930: [DefNew: 960K->64K(960K), 0.0022105 secs] 498752K->498349K(524224K), 0.0023033 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.934: [GC (Allocation Failure) 3.934: [DefNew: 960K->63K(960K), 0.0020574 secs] 499245K->498823K(524224K), 0.0021395 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.937: [GC (Allocation Failure) 3.937: [DefNew: 959K->64K(960K), 0.0020846 secs] 499720K->499314K(524224K), 0.0021726 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.941: [GC (Allocation Failure) 3.941: [DefNew: 960K->63K(960K), 0.0022476 secs] 500211K->499767K(524224K), 0.0023274 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.944: [GC (Allocation Failure) 3.945: [DefNew: 959K->64K(960K), 0.0020546 secs] 500664K->500241K(524224K), 0.0021411 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.948: [GC (Allocation Failure) 3.948: [DefNew: 960K->63K(960K), 0.0020230 secs] 501137K->500742K(524224K), 0.0021024 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.952: [GC (Allocation Failure) 3.952: [DefNew: 959K->64K(960K), 0.0019839 secs] 501639K->501200K(524224K), 0.0020759 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.955: [GC (Allocation Failure) 3.955: [DefNew: 960K->64K(960K), 0.0019686 secs] 502097K->501666K(524224K), 0.0020941 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.959: [GC (Allocation Failure) 3.959: [DefNew: 960K->63K(960K), 0.0022172 secs] 502562K->502132K(524224K), 0.0023515 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.962: [GC (Allocation Failure) 3.963: [DefNew: 959K->63K(960K), 0.0020972 secs] 503028K->502626K(524224K), 0.0022062 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.966: [GC (Allocation Failure) 3.966: [DefNew: 959K->63K(960K), 0.0021604 secs] 503523K->503101K(524224K), 0.0022476 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.970: [GC (Allocation Failure) 3.970: [DefNew: 959K->63K(960K), 0.0030379 secs] 503997K->503560K(524224K), 0.0031563 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
3.974: [GC (Allocation Failure) 3.975: [DefNew: 959K->63K(960K), 0.0025058 secs] 504457K->504279K(524224K), 0.0026270 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.979: [GC (Allocation Failure) 3.979: [DefNew: 959K->64K(960K), 0.0023420 secs] 505176K->504755K(524224K), 0.0024265 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.982: [GC (Allocation Failure) 3.982: [DefNew: 960K->64K(960K), 0.0020033 secs] 505652K->505256K(524224K), 0.0020799 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.988: [GC (Allocation Failure) 3.988: [DefNew: 960K->63K(960K), 0.0022433 secs] 506153K->505832K(524224K), 0.0023503 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.991: [GC (Allocation Failure) 3.992: [DefNew: 959K->64K(960K), 0.0032803 secs] 506729K->506283K(524224K), 0.0034216 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.996: [GC (Allocation Failure) 3.996: [DefNew: 960K->64K(960K), 0.0019330 secs] 507180K->506766K(524224K), 0.0020305 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.000: [GC (Allocation Failure) 4.000: [DefNew: 960K->64K(960K), 0.0020301 secs] 507663K->507231K(524224K), 0.0020961 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.003: [GC (Allocation Failure) 4.004: [DefNew: 960K->64K(960K), 0.0024920 secs] 508127K->507774K(524224K), 0.0025863 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.008: [GC (Allocation Failure) 4.008: [DefNew: 960K->63K(960K), 0.0026554 secs] 508671K->508261K(524224K), 0.0028117 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.012: [GC (Allocation Failure) 4.013: [DefNew: 959K->63K(960K), 0.0020838 secs] 509157K->508717K(524224K), 0.0021845 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.016: [GC (Allocation Failure) 4.016: [DefNew: 959K->63K(960K), 0.0023420 secs] 509614K->509230K(524224K), 0.0024533 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
4.019: [GC (Allocation Failure) 4.020: [DefNew: 959K->63K(960K), 0.0020554 secs] 510127K->509661K(524224K), 0.0021505 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.023: [GC (Allocation Failure) 4.024: [DefNew: 959K->63K(960K), 0.0024426 secs] 510558K->510204K(524224K), 0.0025480 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.028: [GC (Allocation Failure) 4.028: [DefNew: 959K->63K(960K), 0.0028638 secs] 511102K->510931K(524224K), 0.0029858 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.032: [GC (Allocation Failure) 4.032: [DefNew: 959K->63K(960K), 0.0028543 secs] 511828K->511375K(524224K), 0.0029408 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
4.037: [GC (Allocation Failure) 4.037: [DefNew: 959K->64K(960K), 0.0020132 secs] 512271K->511830K(524224K), 0.0020972 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.040: [GC (Allocation Failure) 4.041: [DefNew: 960K->63K(960K), 0.0019457 secs] 512727K->512273K(524224K), 0.0020246 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.044: [GC (Allocation Failure) 4.044: [DefNew: 959K->64K(960K), 0.0027375 secs] 513170K->512745K(524224K), 0.0028437 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.049: [GC (Allocation Failure) 4.049: [DefNew: 960K->64K(960K), 0.0028800 secs] 513643K->513432K(524224K), 0.0030280 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
4.053: [GC (Allocation Failure) 4.053: [DefNew: 960K->63K(960K), 0.0027249 secs] 514329K->513923K(524224K), 0.0028145 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.058: [GC (Allocation Failure) 4.058: [DefNew: 959K->64K(960K), 0.0026657 secs] 514820K->514395K(524224K), 0.0027715 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.062: [GC (Allocation Failure) 4.063: [DefNew: 960K->63K(960K), 0.0025784 secs] 515291K->514997K(524224K), 0.0026763 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
4.067: [GC (Allocation Failure) 4.067: [DefNew: 959K->63K(960K), 0.0035084 secs] 515893K->515639K(524224K), 0.0036296 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.073: [GC (Allocation Failure) 4.073: [DefNew: 959K->63K(960K), 0.0030659 secs] 516535K->516215K(524224K), 0.0031812 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.078: [GC (Allocation Failure) 4.078: [DefNew: 959K->64K(960K), 0.0024778 secs] 517111K->516800K(524224K), 0.0025733 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
4.082: [GC (Allocation Failure) 4.082: [DefNew: 960K->64K(960K), 0.0021328 secs] 517697K->517260K(524224K), 0.0022184 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.086: [GC (Allocation Failure) 4.086: [DefNew: 960K->63K(960K), 0.0020392 secs] 518157K->517763K(524224K), 0.0021276 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.089: [GC (Allocation Failure) 4.089: [DefNew: 959K->64K(960K), 0.0021004 secs] 518660K->518264K(524224K), 0.0021880 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.093: [GC (Allocation Failure) 4.093: [DefNew: 960K->63K(960K), 0.0025630 secs] 519162K->518761K(524224K), 0.0026633 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.097: [GC (Allocation Failure) 4.097: [DefNew: 959K->64K(960K), 0.0020747 secs] 519658K->519262K(524224K), 0.0021592 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.101: [GC (Allocation Failure) 4.101: [DefNew: 960K->63K(960K), 0.0026234 secs] 520159K->519748K(524224K), 0.0027237 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.106: [GC (Allocation Failure) 4.106: [DefNew: 959K->63K(960K), 0.0024778 secs] 520644K->520411K(524224K), 0.0025875 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.110: [GC (Allocation Failure) 4.110: [DefNew: 959K->64K(960K), 0.0023665 secs] 521308K->520892K(524224K), 0.0024659 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
4.114: [GC (Allocation Failure) 4.114: [DefNew: 960K->64K(960K), 0.0021699 secs] 521789K->521439K(524224K), 0.0022788 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.117: [GC (Allocation Failure) 4.118: [DefNew: 960K->64K(960K), 0.0020609 secs] 522336K->521934K(524224K), 0.0021418 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.121: [GC (Allocation Failure) 4.121: [DefNew: 960K->63K(960K), 0.0021130 secs] 522831K->522409K(524224K), 0.0022161 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.125: [GC (Allocation Failure) 4.125: [DefNew: 959K->64K(960K), 0.0022117 secs] 523305K->522917K(524224K), 0.0023301 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.128: [GC (Allocation Failure) 4.129: [DefNew: 960K->960K(960K), 0.0000268 secs]4.129: [Tenured: 522854K->523263K(523264K), 0.3604264 secs] 523814K->523523K(524224K), [Metaspace: 1790K->1790K(4480K)], 0.3605997 secs] [Times: user=0.36 sys=0.00, real=0.36 secs] 
4.490: [Full GC (Allocation Failure) 4.490: [Tenured: 523263K->523263K(523264K), 0.4350906 secs] 524159K->523982K(524224K), [Metaspace: 1790K->1790K(4480K)], 0.4352114 secs] [Times: user=0.36 sys=0.08, real=0.43 secs] 
4.926: [Full GC (Allocation Failure) 4.926: [Tenured: 523263K->515737K(523264K), 0.5575799 secs] 523982K->515737K(524224K), [Metaspace: 1790K->1790K(4480K)], 0.5576778 secs] [Times: user=0.55 sys=0.00, real=0.56 secs] 
5.485: [GC (Allocation Failure) 5.485: [DefNew: 896K->63K(960K), 0.0015624 secs] 516635K->516350K(524224K), 0.0016729 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.489: [GC (Allocation Failure) 5.489: [DefNew: 959K->63K(960K), 0.0033249 secs] 517246K->516991K(524224K), 0.0034370 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.493: [GC (Allocation Failure) 5.493: [DefNew: 959K->63K(960K), 0.0027316 secs] 517887K->517576K(524224K), 0.0028283 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.498: [GC (Allocation Failure) 5.498: [DefNew: 959K->63K(960K), 0.0019942 secs] 518473K->518052K(524224K), 0.0020858 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.501: [GC (Allocation Failure) 5.501: [DefNew: 959K->63K(960K), 0.0021588 secs] 518948K->518494K(524224K), 0.0022508 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.505: [GC (Allocation Failure) 5.505: [DefNew: 959K->63K(960K), 0.0018876 secs] 519391K->518969K(524224K), 0.0019796 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.509: [GC (Allocation Failure) 5.509: [DefNew: 959K->63K(960K), 0.0020203 secs] 519866K->519450K(524224K), 0.0021071 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.512: [GC (Allocation Failure) 5.512: [DefNew: 959K->63K(960K), 0.0019330 secs] 520349K->519908K(524224K), 0.0020199 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.519: [GC (Allocation Failure) 5.519: [DefNew: 959K->63K(960K), 0.0025263 secs] 520804K->520227K(524224K), 0.0026503 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.523: [GC (Allocation Failure) 5.523: [DefNew: 959K->64K(960K), 0.0011155 secs] 521124K->520635K(524224K), 0.0011988 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.526: [GC (Allocation Failure) 5.526: [DefNew: 960K->64K(960K), 0.0011112 secs] 521532K->521071K(524224K), 0.0012118 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.529: [GC (Allocation Failure) 5.529: [DefNew: 960K->64K(960K), 0.0011728 secs] 521969K->521591K(524224K), 0.0012683 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.531: [GC (Allocation Failure) 5.531: [DefNew: 960K->64K(960K), 0.0011791 secs] 522488K->521996K(524224K), 0.0012588 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
5.534: [GC (Allocation Failure) 5.534: [DefNew: 960K->63K(960K), 0.0011392 secs] 522893K->522440K(524224K), 0.0012276 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.536: [GC (Allocation Failure) 5.536: [DefNew: 959K->63K(960K), 0.0010942 secs] 523338K->522839K(524224K), 0.0011617 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.539: [GC (Allocation Failure) 5.539: [DefNew: 959K->959K(960K), 0.0000241 secs]5.539: [Tenured: 522776K->12085K(523264K), 0.0849064 secs] 523736K->12085K(524224K), [Metaspace: 1790K->1790K(4480K)], 0.0850572 secs] [Times: user=0.08 sys=0.00, real=0.09 secs] 
5.626: [GC (Allocation Failure) 5.626: [DefNew: 896K->63K(960K), 0.0010176 secs] 12982K->12640K(524224K), 0.0011601 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.628: [GC (Allocation Failure) 5.628: [DefNew: 959K->63K(960K), 0.0017653 secs] 13536K->13144K(524224K), 0.0019733 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.632: [GC (Allocation Failure) 5.632: [DefNew: 959K->63K(960K), 0.0009920 secs] 14041K->13572K(524224K), 0.0010883 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.634: [GC (Allocation Failure) 5.634: [DefNew: 959K->63K(960K), 0.0007200 secs] 14468K->13949K(524224K), 0.0007938 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.637: [GC (Allocation Failure) 5.637: [DefNew: 959K->64K(960K), 0.0008372 secs] 14846K->14349K(524224K), 0.0009253 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.640: [GC (Allocation Failure) 5.640: [DefNew: 960K->63K(960K), 0.0009332 secs] 15246K->14795K(524224K), 0.0010161 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
5.642: [GC (Allocation Failure) 5.642: [DefNew: 959K->63K(960K), 0.0010571 secs] 15692K->15191K(524224K), 0.0011262 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.645: [GC (Allocation Failure) 5.645: [DefNew: 959K->63K(960K), 0.0010393 secs] 16089K->15635K(524224K), 0.0011033 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.647: [GC (Allocation Failure) 5.647: [DefNew: 959K->63K(960K), 0.0010105 secs] 16532K->16044K(524224K), 0.0010832 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.650: [GC (Allocation Failure) 5.650: [DefNew: 959K->64K(960K), 0.0010472 secs] 16941K->16499K(524224K), 0.0011045 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.653: [GC (Allocation Failure) 5.653: [DefNew: 960K->63K(960K), 0.0009505 secs] 17396K->16913K(524224K), 0.0010141 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.655: [GC (Allocation Failure) 5.655: [DefNew: 959K->64K(960K), 0.0011617 secs] 17810K->17373K(524224K), 0.0012367 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.658: [GC (Allocation Failure) 5.658: [DefNew: 960K->63K(960K), 0.0008866 secs] 18270K->17784K(524224K), 0.0009509 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.660: [GC (Allocation Failure) 5.660: [DefNew: 959K->64K(960K), 0.0010812 secs] 18680K->18177K(524224K), 0.0012055 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.663: [GC (Allocation Failure) 5.663: [DefNew: 960K->64K(960K), 0.0009111 secs] 19074K->18647K(524224K), 0.0009801 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.666: [GC (Allocation Failure) 5.666: [DefNew: 960K->63K(960K), 0.0014222 secs] 19544K->19173K(524224K), 0.0015103 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.668: [GC (Allocation Failure) 5.668: [DefNew: 959K->63K(960K), 0.0013172 secs] 20071K->19533K(524224K), 0.0013922 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.676: [GC (Allocation Failure) 5.676: [DefNew: 959K->64K(960K), 0.0011021 secs] 20430K->20048K(524224K), 0.0012004 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.679: [GC (Allocation Failure) 5.679: [DefNew: 960K->63K(960K), 0.0012493 secs] 20945K->20582K(524224K), 0.0013307 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.682: [GC (Allocation Failure) 5.682: [DefNew: 959K->64K(960K), 0.0015414 secs] 21479K->21069K(524224K), 0.0016311 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.685: [GC (Allocation Failure) 5.686: [DefNew: 960K->63K(960K), 0.0016784 secs] 21966K->21566K(524224K), 0.0017657 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.690: [GC (Allocation Failure) 5.690: [DefNew: 959K->63K(960K), 0.0015707 secs] 22462K->22006K(524224K), 0.0017005 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.695: [GC (Allocation Failure) 5.695: [DefNew: 959K->63K(960K), 0.0020416 secs] 22902K->22614K(524224K), 0.0022401 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.698: [GC (Allocation Failure) 5.698: [DefNew: 959K->63K(960K), 0.0012268 secs] 23510K->23142K(524224K), 0.0012904 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.701: [GC (Allocation Failure) 5.701: [DefNew: 959K->64K(960K), 0.0009391 secs] 24038K->23575K(524224K), 0.0009983 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.703: [GC (Allocation Failure) 5.703: [DefNew: 960K->64K(960K), 0.0013899 secs] 24472K->24062K(524224K), 0.0014826 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.707: [GC (Allocation Failure) 5.707: [DefNew: 960K->63K(960K), 0.0015778 secs] 24958K->24559K(524224K), 0.0016555 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.710: [GC (Allocation Failure) 5.710: [DefNew: 959K->64K(960K), 0.0016887 secs] 25456K->25052K(524224K), 0.0017645 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.714: [GC (Allocation Failure) 5.714: [DefNew: 960K->63K(960K), 0.0016721 secs] 25948K->25517K(524224K), 0.0017830 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.718: [GC (Allocation Failure) 5.718: [DefNew: 959K->63K(960K), 0.0016713 secs] 26414K->25918K(524224K), 0.0017653 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.721: [GC (Allocation Failure) 5.721: [DefNew: 959K->64K(960K), 0.0010536 secs] 26814K->26399K(524224K), 0.0011230 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.724: [GC (Allocation Failure) 5.724: [DefNew: 960K->63K(960K), 0.0014037 secs] 27296K->26922K(524224K), 0.0015012 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.726: [GC (Allocation Failure) 5.726: [DefNew: 959K->64K(960K), 0.0015636 secs] 27819K->27429K(524224K), 0.0016476 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.730: [GC (Allocation Failure) 5.730: [DefNew: 960K->63K(960K), 0.0010800 secs] 28326K->27895K(524224K), 0.0011479 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.732: [GC (Allocation Failure) 5.732: [DefNew: 959K->63K(960K), 0.0008897 secs] 28791K->28266K(524224K), 0.0009509 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.735: [GC (Allocation Failure) 5.735: [DefNew: 959K->64K(960K), 0.0009221 secs] 29162K->28724K(524224K), 0.0009845 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.738: [GC (Allocation Failure) 5.738: [DefNew: 960K->63K(960K), 0.0015067 secs] 29621K->29222K(524224K), 0.0015936 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.741: [GC (Allocation Failure) 5.742: [DefNew: 959K->64K(960K), 0.0015663 secs] 30118K->29662K(524224K), 0.0016449 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.745: [GC (Allocation Failure) 5.745: [DefNew: 960K->64K(960K), 0.0011566 secs] 30559K->30095K(524224K), 0.0012272 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.748: [GC (Allocation Failure) 5.748: [DefNew: 960K->64K(960K), 0.0010038 secs] 30991K->30545K(524224K), 0.0010579 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.750: [GC (Allocation Failure) 5.750: [DefNew: 960K->63K(960K), 0.0010078 secs] 31444K->30952K(524224K), 0.0010607 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.753: [GC (Allocation Failure) 5.753: [DefNew: 959K->63K(960K), 0.0009809 secs] 31848K->31390K(524224K), 0.0010338 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.756: [GC (Allocation Failure) 5.756: [DefNew: 959K->63K(960K), 0.0009789 secs] 32286K->31821K(524224K), 0.0010496 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.758: [GC (Allocation Failure) 5.758: [DefNew: 959K->63K(960K), 0.0009564 secs] 32717K->32216K(524224K), 0.0010168 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.761: [GC (Allocation Failure) 5.761: [DefNew: 959K->64K(960K), 0.0011349 secs] 33112K->32638K(524224K), 0.0012699 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.763: [GC (Allocation Failure) 5.763: [DefNew: 960K->63K(960K), 0.0009186 secs] 33535K->33048K(524224K), 0.0009797 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.766: [GC (Allocation Failure) 5.766: [DefNew: 959K->64K(960K), 0.0009470 secs] 33945K->33465K(524224K), 0.0010378 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.768: [GC (Allocation Failure) 5.769: [DefNew: 960K->64K(960K), 0.0008889 secs] 34361K->33884K(524224K), 0.0009497 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.771: [GC (Allocation Failure) 5.771: [DefNew: 960K->64K(960K), 0.0015746 secs] 34780K->34473K(524224K), 0.0017049 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.775: [GC (Allocation Failure) 5.775: [DefNew: 960K->63K(960K), 0.0011139 secs] 35370K->34920K(524224K), 0.0011972 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.777: [GC (Allocation Failure) 5.777: [DefNew: 959K->64K(960K), 0.0009470 secs] 35817K->35307K(524224K), 0.0010070 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.780: [GC (Allocation Failure) 5.780: [DefNew: 960K->64K(960K), 0.0009876 secs] 36204K->35760K(524224K), 0.0010492 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
5.783: [GC (Allocation Failure) 5.783: [DefNew: 960K->64K(960K), 0.0010054 secs] 36656K->36146K(524224K), 0.0010729 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.785: [GC (Allocation Failure) 5.785: [DefNew: 960K->64K(960K), 0.0009939 secs] 37043K->36542K(524224K), 0.0010543 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.788: [GC (Allocation Failure) 5.788: [DefNew: 960K->63K(960K), 0.0009351 secs] 37439K->36973K(524224K), 0.0009920 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.790: [GC (Allocation Failure) 5.790: [DefNew: 959K->63K(960K), 0.0009967 secs] 37870K->37489K(524224K), 0.0010575 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.793: [GC (Allocation Failure) 5.793: [DefNew: 959K->64K(960K), 0.0010686 secs] 38385K->37948K(524224K), 0.0011593 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.795: [GC (Allocation Failure) 5.795: [DefNew: 960K->63K(960K), 0.0010472 secs] 38844K->38470K(524224K), 0.0011230 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.798: [GC (Allocation Failure) 5.798: [DefNew: 959K->63K(960K), 0.0010472 secs] 39366K->38901K(524224K), 0.0011139 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.801: [GC (Allocation Failure) 5.801: [DefNew: 959K->63K(960K), 0.0009868 secs] 39798K->39346K(524224K), 0.0010504 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.803: [GC (Allocation Failure) 5.803: [DefNew: 959K->64K(960K), 0.0009122 secs] 40243K->39742K(524224K), 0.0009655 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.806: [GC (Allocation Failure) 5.806: [DefNew: 960K->64K(960K), 0.0009746 secs] 40639K->40215K(524224K), 0.0010334 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.808: [GC (Allocation Failure) 5.808: [DefNew: 960K->63K(960K), 0.0009632 secs] 41111K->40599K(524224K), 0.0010180 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
